x,y,z,intensity,beamNumber
17.882896,-51.188175,0.32517052,11.0,36.0
12.665387,-46.970932,0.13484132,1.0,38.0
19.642368,-41.167763,0.2889061,95.0,39.0
16.488884,-38.066765,0.2919775,3.0,40.0
14.8479,-38.007412,0.17271894,21.0,41.0
12.555246,-35.94954,0.15337628,14.0,42.0
10.524708,-34.072975,0.1414525,5.0,43.0
8.642679,-32.08035,0.14198355,0.0,44.0
14.1709175,-29.709013,0.18687461,30.0,45.0
12.2525015,-28.295355,0.18834004,4.0,46.0
10.692951,-27.386852,0.16714868,3.0,47.0
9.530724,-27.300587,0.08881197,3.0,48.0
8.007831,-25.939882,0.10820527,10.0,49.0
6.865993,-25.496292,0.058468837,0.0,50.0
10.929628,-22.922024,0.15451509,1.0,51.0
9.884111,-22.831112,0.100108095,6.0,52.0
8.649931,-22.161057,0.0986327,20.0,53.0
7.179191,-18.400398,0.07345311,5.0,54.0
6.1309776,-15.720236,0.057333257,4.0,55.0
5.355145,-13.736254,0.040544216,5.0,56.0
4.7366714,-12.157221,0.07385249,4.0,57.0
4.245208,-10.898746,0.03220532,4.0,58.0
3.8527312,-9.895231,0.02624827,5.0,59.0
3.5272899,-9.06308,0.02060527,4.0,60.0
3.235646,-8.317948,0.026548015,4.0,61.0
2.2821925,-5.880129,0.012895081,6.0,62.0
1.6490031,-4.2611403,0.0032547237,5.0,63.0
31.455845,-65.91002,0.5455593,154.0,33.0
21.773544,-55.72061,0.37281734,4.0,35.0
17.882896,-51.188175,0.32517052,11.0,36.0
12.665387,-46.970932,0.13484132,1.0,38.0
19.642368,-41.167763,0.2889061,95.0,39.0
16.488884,-38.066765,0.2919775,3.0,40.0
14.8479,-38.007412,0.17271894,21.0,41.0
11.950554,-34.22675,0.24245396,0.0,42.0
10.524708,-34.072975,0.1414525,5.0,43.0
8.642679,-32.08035,0.14198355,0.0,44.0
14.1709175,-29.709013,0.18687461,30.0,45.0
12.2525015,-28.295355,0.18834004,4.0,46.0
10.692951,-27.386852,0.16714868,3.0,47.0
9.530724,-27.300587,0.08881197,3.0,48.0
8.007831,-25.939882,0.10820527,10.0,49.0
6.580249,-24.445415,0.13894476,0.0,50.0
10.929628,-22.922024,0.15451509,1.0,51.0
9.884111,-22.831112,0.100108095,6.0,52.0
8.649931,-22.161057,0.0986327,20.0,53.0
7.179191,-18.400398,0.07345311,5.0,54.0
6.1309776,-15.720236,0.057333257,4.0,55.0
5.355145,-13.736254,0.040544216,5.0,56.0
4.7366714,-12.157221,0.07385249,4.0,57.0
4.245208,-10.898746,0.03220532,4.0,58.0
3.8527312,-9.895231,0.02624827,5.0,59.0
3.5272899,-9.06308,0.02060527,4.0,60.0
3.235646,-8.317948,0.026548015,4.0,61.0
2.2821925,-5.880129,0.012895081,6.0,62.0
1.6490031,-4.2611403,0.0032547237,5.0,63.0
17.717218,-51.288143,0.31999618,3.0,36.0
15.29005,-50.089172,0.18749352,0.0,37.0
13.283819,-49.94189,0.013899328,0.0,38.0
19.484821,-41.207268,0.2872272,97.0,39.0
17.463814,-40.697384,0.17290866,1.0,40.0
14.582084,-37.71638,0.18647373,26.0,41.0
12.364177,-35.80451,0.160378,25.0,42.0
10.343556,-33.907204,0.1498818,5.0,43.0
8.602939,-32.38045,0.12364306,0.0,44.0
14.09107,-29.808895,0.18168834,26.0,45.0
12.164686,-28.36371,0.18463695,4.0,46.0
10.78093,-27.896662,0.13328962,1.0,47.0
9.458933,-27.401627,0.08193886,2.0,48.0
7.884375,-25.860968,0.11399466,10.0,49.0
6.7810664,-25.535595,0.05522735,1.0,50.0
10.890591,-23.046606,0.14590812,1.0,51.0
9.731653,-22.6971,0.11254131,1.0,52.0
8.504548,-22.016554,0.112038225,19.0,53.0
7.114884,-18.42543,0.07207966,5.0,54.0
6.074585,-15.737921,0.05661875,4.0,55.0
5.2999153,-13.736477,0.042161312,4.0,56.0
4.692721,-12.170081,0.07353017,4.0,57.0
4.2085295,-10.917254,0.03072666,5.0,58.0
3.8152525,-9.90138,0.026972346,5.0,59.0
3.494154,-9.071772,0.020725867,4.0,60.0
3.2093942,-8.336548,0.024200028,4.0,61.0
2.2587986,-5.881044,0.0148501145,6.0,62.0
1.6272886,-4.2499,0.010887075,5.0,63.0
17.717218,-51.288143,0.31999618,3.0,36.0
15.29005,-50.089172,0.18749352,0.0,37.0
13.283819,-49.94189,0.013899328,0.0,38.0
19.484821,-41.207268,0.2872272,97.0,39.0
16.370106,-38.15722,0.28772694,3.0,40.0
14.582084,-37.71638,0.18647373,26.0,41.0
12.364177,-35.80451,0.160378,25.0,42.0
10.343556,-33.907204,0.1498818,5.0,43.0
8.602939,-32.38045,0.12364306,0.0,44.0
14.09107,-29.808895,0.18168834,26.0,45.0
12.164686,-28.36371,0.18463695,4.0,46.0
10.78093,-27.896662,0.13328962,1.0,47.0
9.458933,-27.401627,0.08193886,2.0,48.0
7.884375,-25.860968,0.11399466,10.0,49.0
6.7810664,-25.535595,0.05522735,1.0,50.0
10.890591,-23.046606,0.14590812,1.0,51.0
9.731653,-22.6971,0.11254131,1.0,52.0
8.504548,-22.016554,0.112038225,19.0,53.0
7.114884,-18.42543,0.07207966,5.0,54.0
6.074585,-15.737921,0.05661875,4.0,55.0
5.2999153,-13.736477,0.042161312,4.0,56.0
4.692721,-12.170081,0.07353017,4.0,57.0
4.2085295,-10.917254,0.03072666,5.0,58.0
3.8152525,-9.90138,0.026972346,5.0,59.0
3.494154,-9.071772,0.020725867,4.0,60.0
3.2093942,-8.336548,0.024200028,4.0,61.0
2.2587986,-5.881044,0.0148501145,6.0,62.0
1.6272886,-4.2499,0.010887075,5.0,63.0
26.237722,-61.724216,0.40843102,35.0,34.0
18.452026,-54.016106,0.22793318,0.0,36.0
17.188395,-40.445686,0.18407886,2.0,40.0
14.391557,-37.614204,0.19105664,17.0,41.0
12.206677,-35.75306,0.16251044,22.0,42.0
10.172976,-33.771168,0.15665367,0.0,43.0
13.981816,-29.847137,0.1802553,11.0,45.0
12.085962,-28.453823,0.17950256,5.0,46.0
10.670555,-27.900675,0.13345928,5.0,47.0
9.31521,-27.2949,0.08966236,7.0,48.0
7.7476687,-25.735691,0.12315521,7.0,49.0
6.68166,-25.52063,0.056111652,1.0,50.0
10.786261,-23.034029,0.14837112,1.0,51.0
9.58026,-22.562307,0.12499183,2.0,52.0
8.419009,-22.023867,0.11231443,8.0,53.0
7.0533457,-18.457664,0.069919474,5.0,54.0
6.015276,-15.747992,0.056819007,4.0,55.0
5.2476015,-13.743882,0.042719092,4.0,56.0
4.6515865,-12.190166,0.072032705,4.0,57.0
4.1674976,-10.924606,0.031238602,5.0,58.0
3.7848783,-9.925721,0.024034975,5.0,59.0
3.462414,-9.083998,0.020046076,4.0,60.0
3.1788075,-8.344145,0.024438664,4.0,61.0
2.2368119,-5.885423,0.01560663,5.0,62.0
1.6150712,-4.262472,0.007386653,5.0,63.0
26.237722,-61.724216,0.40843102,35.0,34.0
18.452026,-54.016106,0.22793318,0.0,36.0
16.13804,-37.98261,0.2954255,1.0,40.0
14.391557,-37.614204,0.19105664,17.0,41.0
12.206677,-35.75306,0.16251044,22.0,42.0
10.172976,-33.771168,0.15665367,0.0,43.0
13.981816,-29.847137,0.1802553,11.0,45.0
12.085962,-28.453823,0.17950256,5.0,46.0
10.670555,-27.900675,0.13345928,5.0,47.0
9.31521,-27.2949,0.08966236,7.0,48.0
7.7476687,-25.735691,0.12315521,7.0,49.0
6.68166,-25.52063,0.056111652,1.0,50.0
10.786261,-23.034029,0.14837112,1.0,51.0
9.58026,-22.562307,0.12499183,2.0,52.0
8.419009,-22.023867,0.11231443,8.0,53.0
7.0533457,-18.457664,0.069919474,5.0,54.0
6.015276,-15.747992,0.056819007,4.0,55.0
5.2476015,-13.743882,0.042719092,4.0,56.0
4.6515865,-12.190166,0.072032705,4.0,57.0
4.1674976,-10.924606,0.031238602,5.0,58.0
3.7848783,-9.925721,0.024034975,5.0,59.0
3.462414,-9.083998,0.020046076,4.0,60.0
3.1788075,-8.344145,0.024438664,4.0,61.0
2.2368119,-5.885423,0.01560663,5.0,62.0
1.6150712,-4.262472,0.007386653,5.0,63.0
21.404064,-82.75929,0.20549418,15.0,32.0
24.64947,-58.562256,0.48863888,9.0,34.0
20.515907,-54.17405,0.412643,17.0,35.0
18.917812,-56.011387,0.15987416,1.0,36.0
15.648747,-52.565674,0.092973545,0.0,37.0
16.868282,-40.082127,0.20027475,4.0,40.0
14.189158,-37.47754,0.19727921,7.0,41.0
12.056122,-35.719864,0.16366844,8.0,42.0
10.551034,-35.463512,0.0629115,3.0,43.0
8.37865,-32.447624,0.11793569,0.0,44.0
13.7982235,-29.725702,0.18858255,6.0,45.0
11.994307,-28.514315,0.17624547,4.0,46.0
10.583022,-27.96395,0.12960838,5.0,47.0
9.163373,-27.161053,0.0992617,13.0,48.0
7.6680655,-25.797066,0.11859268,3.0,49.0
6.584466,-25.512997,0.056404274,1.0,50.0
10.685523,-23.028238,0.15024936,1.0,51.0
9.361535,-22.265131,0.1509578,6.0,52.0
8.381804,-22.157524,0.101674534,3.0,53.0
6.9831657,-18.467377,0.07009668,5.0,54.0
5.9559793,-15.757838,0.057016067,4.0,55.0
5.203801,-13.773308,0.04009995,4.0,56.0
4.6033063,-12.191633,0.07346177,5.0,57.0
4.1307044,-10.942853,0.029752962,5.0,58.0
3.7543857,-9.94997,0.021093022,5.0,59.0
3.4292314,-9.092451,0.020162133,4.0,60.0
3.14681,-8.347983,0.025539106,4.0,61.0
2.2203274,-5.9039593,0.011570092,5.0,62.0
1.5961329,-4.257909,0.011838183,5.0,63.0
21.404064,-82.75929,0.20549418,15.0,32.0
24.64947,-58.562256,0.48863888,9.0,34.0
20.515907,-54.17405,0.412643,17.0,35.0
18.917812,-56.011387,0.15987416,1.0,36.0
14.904514,-50.076122,0.18390243,0.0,37.0
16.868282,-40.082127,0.20027475,4.0,40.0
14.189158,-37.47754,0.19727921,7.0,41.0
12.056122,-35.719864,0.16366844,8.0,42.0
10.216531,-34.34612,0.12432381,1.0,43.0
8.37865,-32.447624,0.11793569,0.0,44.0
13.7982235,-29.725702,0.18858255,6.0,45.0
11.994307,-28.514315,0.17624547,4.0,46.0
10.583022,-27.96395,0.12960838,5.0,47.0
9.163373,-27.161053,0.0992617,13.0,48.0
7.6680655,-25.797066,0.11859268,3.0,49.0
6.584466,-25.512997,0.056404274,1.0,50.0
10.685523,-23.028238,0.15024936,1.0,51.0
9.361535,-22.265131,0.1509578,6.0,52.0
8.381804,-22.157524,0.101674534,3.0,53.0
6.9831657,-18.467377,0.07009668,5.0,54.0
5.9559793,-15.757838,0.057016067,4.0,55.0
5.203801,-13.773308,0.04009995,4.0,56.0
4.6033063,-12.191633,0.07346177,5.0,57.0
4.1307044,-10.942853,0.029752962,5.0,58.0
3.7543857,-9.94997,0.021093022,5.0,59.0
3.4292314,-9.092451,0.020162133,4.0,60.0
3.14681,-8.347983,0.025539106,4.0,61.0
2.2203274,-5.9039593,0.011570092,5.0,62.0
1.5961329,-4.257909,0.011838183,5.0,63.0
15.357689,-52.255814,0.10211946,0.0,37.0
19.151035,-41.623425,0.26951727,0.0,39.0
16.5679,-39.75739,0.21468598,6.0,40.0
13.969576,-37.291313,0.20587306,3.0,41.0
11.722981,-35.140617,0.1930628,9.0,42.0
10.362641,-35.281853,0.072101265,9.0,43.0
8.320908,-32.69338,0.10264348,6.0,44.0
13.6893215,-29.762897,0.1871436,3.0,45.0
11.908558,-28.589241,0.17202924,3.0,46.0
10.49235,-28.019487,0.12624724,5.0,47.0
9.020193,-27.049185,0.1072806,14.0,48.0
7.587008,-25.854368,0.114298396,2.0,49.0
6.496342,-25.53977,0.05403096,1.0,50.0
10.613405,-23.083591,0.14715613,1.0,51.0
9.232865,-22.176373,0.15946329,9.0,52.0
8.286082,-22.138235,0.104183234,2.0,53.0
6.9158063,-18.484278,0.069488585,5.0,54.0
5.899488,-15.774901,0.05628969,4.0,55.0
5.154242,-13.7877655,0.03959216,4.0,56.0
4.5634727,-12.2151165,0.071370915,4.0,57.0
4.088237,-10.946226,0.030925266,5.0,58.0
3.7153938,-9.952071,0.02254065,5.0,59.0
3.3946354,-9.097125,0.021074468,4.0,60.0
3.1217623,-8.369953,0.022317994,4.0,61.0
2.1969223,-5.904631,0.013521224,5.0,62.0
1.5825207,-4.266966,0.009925621,5.0,63.0
13.792668,-46.953342,0.29600805,3.0,37.0
19.151035,-41.623425,0.26951727,0.0,39.0
16.5679,-39.75739,0.21468598,6.0,40.0
13.969576,-37.291313,0.20587306,3.0,41.0
11.722981,-35.140617,0.1930628,9.0,42.0
10.362641,-35.281853,0.072101265,9.0,43.0
8.320908,-32.69338,0.10264348,6.0,44.0
13.6893215,-29.762897,0.1871436,3.0,45.0
11.908558,-28.589241,0.17202924,3.0,46.0
10.49235,-28.019487,0.12624724,5.0,47.0
9.020193,-27.049185,0.1072806,14.0,48.0
7.587008,-25.854368,0.114298396,2.0,49.0
6.496342,-25.53977,0.05403096,1.0,50.0
10.613405,-23.083591,0.14715613,1.0,51.0
9.232865,-22.176373,0.15946329,9.0,52.0
8.286082,-22.138235,0.104183234,2.0,53.0
6.9158063,-18.484278,0.069488585,5.0,54.0
5.899488,-15.774901,0.05628969,4.0,55.0
5.154242,-13.7877655,0.03959216,4.0,56.0
4.5634727,-12.2151165,0.071370915,4.0,57.0
4.088237,-10.946226,0.030925266,5.0,58.0
3.7153938,-9.952071,0.02254065,5.0,59.0
3.3946354,-9.097125,0.021074468,4.0,60.0
3.1217623,-8.369953,0.022317994,4.0,61.0
2.1969223,-5.904631,0.013521224,5.0,62.0
1.5825207,-4.266966,0.009925621,5.0,63.0
26.598951,-64.43459,0.33121642,37.0,34.0
22.01731,-59.371796,0.25473666,1.0,35.0
18.98568,-41.646477,0.2683873,95.0,39.0
16.277613,-39.449516,0.2283053,5.0,40.0
13.616252,-36.740765,0.23209195,4.0,41.0
11.507201,-34.900787,0.2048697,5.0,42.0
10.1611,-35.04947,0.084058076,14.0,43.0
8.217482,-32.764904,0.097487055,5.0,44.0
13.5122,-29.650791,0.19482017,3.0,45.0
11.828535,-28.678673,0.16684936,3.0,46.0
10.408402,-28.093426,0.121617086,5.0,47.0
8.903068,-27.012407,0.109982155,7.0,48.0
7.5190744,-25.957378,0.10662031,2.0,49.0
6.3973265,-25.523706,0.054909874,1.0,50.0
10.542704,-23.142342,0.14376003,1.0,51.0
9.140073,-22.171719,0.16091084,5.0,52.0
8.226847,-22.215666,0.09833286,2.0,53.0
6.8512087,-18.508385,0.06809362,5.0,54.0
5.842959,-15.791758,0.05555947,5.0,55.0
5.106042,-13.805754,0.0385513,3.0,56.0
4.5193734,-12.227352,0.071035095,4.0,57.0
4.0513425,-10.964206,0.029432688,5.0,58.0
3.6778202,-9.957699,0.023254223,5.0,59.0
3.3655703,-9.116339,0.018789288,4.0,60.0
3.0911014,-8.377228,0.02254987,4.0,61.0
2.1762443,-5.9123483,0.013074686,5.0,62.0
1.5675601,-4.2725496,0.009602553,5.0,63.0
26.598951,-64.43459,0.33121642,37.0,34.0
22.01731,-59.371796,0.25473666,1.0,35.0
14.746933,-50.839237,0.15177244,1.0,37.0
18.98568,-41.646477,0.2683873,95.0,39.0
16.277613,-39.449516,0.2283053,5.0,40.0
13.616252,-36.740765,0.23209195,4.0,41.0
11.507201,-34.900787,0.2048697,5.0,42.0
10.1611,-35.04947,0.084058076,14.0,43.0
8.217482,-32.764904,0.097487055,5.0,44.0
13.5122,-29.650791,0.19482017,3.0,45.0
11.828535,-28.678673,0.16684936,3.0,46.0
10.408402,-28.093426,0.121617086,5.0,47.0
8.903068,-27.012407,0.109982155,7.0,48.0
7.5190744,-25.957378,0.10662031,2.0,49.0
6.3973265,-25.523706,0.054909874,1.0,50.0
10.542704,-23.142342,0.14376003,1.0,51.0
9.140073,-22.171719,0.16091084,5.0,52.0
8.226847,-22.215666,0.09833286,2.0,53.0
6.8512087,-18.508385,0.06809362,5.0,54.0
5.842959,-15.791758,0.05555947,5.0,55.0
5.106042,-13.805754,0.0385513,3.0,56.0
4.5193734,-12.227352,0.071035095,4.0,57.0
4.0513425,-10.964206,0.029432688,5.0,58.0
3.6778202,-9.957699,0.023254223,5.0,59.0
3.3655703,-9.116339,0.018789288,4.0,60.0
3.0911014,-8.377228,0.02254987,4.0,61.0
2.1762443,-5.9123483,0.013074686,5.0,62.0
1.5675601,-4.2725496,0.009602553,5.0,63.0
32.18297,-71.22555,0.41249087,99.0,33.0
21.626312,-58.949287,0.2650472,2.0,35.0
18.480745,-56.6664,0.13156627,0.0,36.0
15.214612,-53.134106,0.065486506,1.0,37.0
11.582505,-46.83847,0.12748708,3.0,38.0
15.991213,-39.1438,0.24179871,3.0,40.0
14.243343,-38.839203,0.1299053,11.0,41.0
12.078209,-37.0555,0.09261219,1.0,42.0
9.988928,-34.91208,0.090766616,20.0,43.0
8.117537,-32.851597,0.09140919,4.0,44.0
13.388793,-29.654217,0.19538014,3.0,45.0
11.741983,-28.753117,0.16260397,3.0,46.0
10.332341,-28.189602,0.1154611,5.0,47.0
8.714132,-26.755198,0.12816635,3.0,48.0
10.592064,-23.466066,0.11897455,1.0,51.0
8.958014,-21.94904,0.18050449,0.0,52.0
8.138165,-22.214413,0.09922645,2.0,53.0
6.787899,-18.536007,0.06630125,5.0,54.0
5.783619,-15.800963,0.055745874,5.0,55.0
5.056396,-13.8198595,0.03803598,3.0,56.0
4.4766135,-12.243141,0.0701092,4.0,57.0
4.0143676,-10.982062,0.02793636,4.0,58.0
3.6457272,-9.977933,0.021034183,4.0,59.0
3.3336756,-9.128117,0.01809868,4.0,60.0
3.0604243,-8.384393,0.022779683,4.0,61.0
2.1582136,-5.927142,0.010228785,5.0,62.0
1.5486915,-4.2677813,0.014052703,6.0,63.0
32.18297,-71.22555,0.41249087,99.0,33.0
21.626312,-58.949287,0.2650472,2.0,35.0
15.214612,-53.134106,0.065486506,1.0,37.0
11.582505,-46.83847,0.12748708,3.0,38.0
15.991213,-39.1438,0.24179871,3.0,40.0
13.434033,-36.641926,0.23640028,0.0,41.0
11.329297,-34.769985,0.21100639,3.0,42.0
9.988928,-34.91208,0.090766616,20.0,43.0
8.117537,-32.851597,0.09140919,4.0,44.0
13.388793,-29.654217,0.19538014,3.0,45.0
11.741983,-28.753117,0.16260397,3.0,46.0
10.332341,-28.189602,0.1154611,5.0,47.0
8.714132,-26.755198,0.12816635,3.0,48.0
10.592064,-23.466066,0.11897455,1.0,51.0
8.958014,-21.94904,0.18050449,0.0,52.0
8.138165,-22.214413,0.09922645,2.0,53.0
6.787899,-18.536007,0.06630125,5.0,54.0
5.783619,-15.800963,0.055745874,5.0,55.0
5.056396,-13.8198595,0.03803598,3.0,56.0
4.4766135,-12.243141,0.0701092,4.0,57.0
4.0143676,-10.982062,0.02793636,4.0,58.0
3.6457272,-9.977933,0.021034183,4.0,59.0
3.3336756,-9.128117,0.01809868,4.0,60.0
3.0604243,-8.384393,0.022779683,4.0,61.0
2.1582136,-5.927142,0.010228785,5.0,62.0
1.5486915,-4.2677813,0.014052703,6.0,63.0
31.606905,-70.60771,0.42383274,0.0,33.0
25.625484,-63.329308,0.35548797,1.0,34.0
18.135237,-56.274155,0.14232606,1.0,36.0
14.926482,-52.825466,0.07450228,2.0,37.0
12.060076,-49.495235,0.018209066,0.0,38.0
15.786805,-39.032837,0.24645303,3.0,40.0
14.007821,-38.61469,0.14024715,18.0,41.0
11.903248,-36.956882,0.097012006,6.0,42.0
9.820038,-34.781593,0.09707047,23.0,43.0
8.025639,-32.9729,0.083271354,1.0,44.0
13.313004,-29.762785,0.18946849,2.0,45.0
11.661056,-28.842102,0.15739323,3.0,46.0
10.24207,-28.248077,0.11180978,5.0,47.0
8.586199,-26.679235,0.13356264,3.0,48.0
7.4151826,-26.281881,0.08247527,1.0,49.0
6.221791,-25.579533,0.049835976,1.0,50.0
10.47407,-23.422934,0.12374553,10.0,51.0
9.1518,-22.645218,0.123471595,3.0,52.0
8.053707,-22.22404,0.09915158,2.0,53.0
6.720389,-18.552193,0.06567849,5.0,54.0
5.7256594,-15.813675,0.055468578,5.0,55.0
5.002629,-13.822618,0.03910805,3.0,56.0
4.4324427,-12.255065,0.06976707,5.0,57.0
3.9746046,-10.99239,0.027768837,4.0,58.0
3.6094725,-9.98699,0.021009563,4.0,59.0
3.3044517,-9.147137,0.015806345,5.0,60.0
3.0310893,-8.395109,0.022142775,4.0,61.0
2.1374574,-5.9347243,0.009778136,5.0,62.0
1.5401461,-4.2904363,0.0057686926,5.0,63.0
31.606905,-70.60771,0.42383274,0.0,33.0
25.625484,-63.329308,0.35548797,1.0,34.0
21.215313,-58.46089,0.27731258,3.0,35.0
17.629604,-54.710705,0.1942999,3.0,36.0
14.500819,-51.32567,0.12953578,1.0,37.0
12.060076,-49.495235,0.018209066,0.0,38.0
15.786805,-39.032837,0.24645303,3.0,40.0
14.007821,-38.61469,0.14024715,18.0,41.0
11.173387,-34.702984,0.2138114,1.0,42.0
9.820038,-34.781593,0.09707047,23.0,43.0
8.025639,-32.9729,0.083271354,1.0,44.0
13.313004,-29.762785,0.18946849,2.0,45.0
11.661056,-28.842102,0.15739323,3.0,46.0
10.24207,-28.248077,0.11180978,5.0,47.0
8.586199,-26.679235,0.13356264,3.0,48.0
7.4151826,-26.281881,0.08247527,1.0,49.0
6.221791,-25.579533,0.049835976,1.0,50.0
10.47407,-23.422934,0.12374553,10.0,51.0
9.1518,-22.645218,0.123471595,3.0,52.0
8.053707,-22.22404,0.09915158,2.0,53.0
6.720389,-18.552193,0.06567849,5.0,54.0
5.7256594,-15.813675,0.055468578,5.0,55.0
5.002629,-13.822618,0.03910805,3.0,56.0
4.4324427,-12.255065,0.06976707,5.0,57.0
3.9746046,-10.99239,0.027768837,4.0,58.0
3.6094725,-9.98699,0.021009563,4.0,59.0
3.3044517,-9.147137,0.015806345,5.0,60.0
3.0310893,-8.395109,0.022142775,4.0,61.0
2.1374574,-5.9347243,0.009778136,5.0,62.0
1.5401461,-4.2904363,0.0057686926,5.0,63.0
31.090721,-70.11102,0.43245313,1.0,33.0
25.19272,-62.891506,0.36462328,1.0,34.0
21.49874,-59.889008,0.23260069,1.0,35.0
17.795124,-55.887806,0.15288706,2.0,36.0
14.643902,-52.527027,0.083136715,2.0,37.0
10.783576,-44.96401,0.19864337,0.0,38.0
15.663869,-39.121162,0.2420583,5.0,40.0
13.776749,-38.396523,0.15025412,22.0,41.0
11.693815,-36.747147,0.10714376,14.0,42.0
9.682367,-34.758057,0.09745948,20.0,43.0
7.9311333,-33.08619,0.075564116,2.0,44.0
13.533789,-30.5389,0.1426731,5.0,45.0
11.572211,-28.912346,0.15335694,3.0,46.0
10.152871,-28.31002,0.107894085,5.0,47.0
8.460119,-26.606508,0.13870011,3.0,48.0
7.320128,-26.296165,0.08121325,1.0,49.0
6.12775,-25.581789,0.04922024,1.0,50.0
10.34026,-23.342829,0.13145359,24.0,51.0
9.013074,-22.52913,0.1341229,10.0,52.0
7.981472,-22.2671,0.09617173,2.0,53.0
6.6501403,-18.560646,0.06583527,5.0,54.0
5.673093,-15.84112,0.05334296,5.0,55.0
4.9543085,-13.840077,0.038056113,3.0,56.0
4.388244,-12.266829,0.06942183,4.0,57.0
3.9375114,-11.009986,0.026265455,4.0,58.0
3.571855,-9.992221,0.021716325,4.0,59.0
3.2724545,-9.158699,0.0151097635,5.0,60.0
3.0003796,-8.402054,0.022368446,4.0,61.0
2.1140478,-5.9350686,0.011724309,5.0,62.0
1.5225606,-4.2889876,0.008625545,6.0,63.0
31.090721,-70.11102,0.43245313,1.0,33.0
25.19272,-62.891506,0.36462328,1.0,34.0
20.84862,-58.083218,0.28629032,3.0,35.0
17.325373,-54.417812,0.20181423,0.0,36.0
14.259047,-51.15279,0.13362342,1.0,37.0
10.783576,-44.96401,0.19864337,0.0,38.0
15.663869,-39.121162,0.2420583,5.0,40.0
13.776749,-38.396523,0.15025412,22.0,41.0
11.007124,-34.601074,0.21839862,0.0,42.0
9.682367,-34.758057,0.09745948,20.0,43.0
7.9311333,-33.08619,0.075564116,2.0,44.0
13.533789,-30.5389,0.1426731,5.0,45.0
11.572211,-28.912346,0.15335694,3.0,46.0
10.152871,-28.31002,0.107894085,5.0,47.0
8.460119,-26.606508,0.13870011,3.0,48.0
7.320128,-26.296165,0.08121325,1.0,49.0
6.12775,-25.581789,0.04922024,1.0,50.0
10.34026,-23.342829,0.13145359,24.0,51.0
9.013074,-22.52913,0.1341229,10.0,52.0
7.981472,-22.2671,0.09617173,2.0,53.0
6.6501403,-18.560646,0.06583527,5.0,54.0
5.673093,-15.84112,0.05334296,5.0,55.0
4.9543085,-13.840077,0.038056113,3.0,56.0
4.388244,-12.266829,0.06942183,4.0,57.0
3.9375114,-11.009986,0.026265455,4.0,58.0
3.571855,-9.992221,0.021716325,4.0,59.0
3.2724545,-9.158699,0.0151097635,5.0,60.0
3.0003796,-8.402054,0.022368446,4.0,61.0
2.1140478,-5.9350686,0.011724309,5.0,62.0
1.5225606,-4.2889876,0.008625545,6.0,63.0
30.52043,-69.479805,0.44411463,2.0,33.0
25.42801,-64.123665,0.32991546,0.0,34.0
21.120562,-59.489155,0.24216442,2.0,35.0
17.472345,-55.545536,0.16197722,3.0,36.0
14.374257,-52.265785,0.09039617,2.0,37.0
11.58859,-49.04951,0.031425394,1.0,38.0
18.405537,-41.915142,0.25612786,3.0,39.0
15.320358,-38.655815,0.26269123,5.0,40.0
13.554061,-38.196053,0.15937722,23.0,41.0
11.493198,-36.559265,0.11611865,22.0,42.0
9.546062,-34.737823,0.09763619,11.0,43.0
7.827595,-33.164265,0.06988148,2.0,44.0
13.344919,-30.39966,0.15187904,11.0,45.0
11.484497,-28.98603,0.14906886,3.0,46.0
8.239486,-26.232645,0.1650014,1.0,48.0
7.2208147,-26.294724,0.08107522,1.0,49.0
6.0476394,-25.641909,0.04413664,1.0,50.0
10.203928,-23.254774,0.13975844,15.0,51.0
8.898901,-22.471632,0.13985458,12.0,52.0
7.898294,-22.279892,0.09576375,2.0,53.0
6.58527,-18.583832,0.064419284,5.0,54.0
5.616378,-15.85717,0.052595574,5.0,55.0
4.9005685,-13.842443,0.039122906,4.0,56.0
4.3426747,-12.274712,0.069660954,5.0,57.0
3.8950043,-11.012614,0.02742569,5.0,58.0
3.5382338,-10.008413,0.02021952,4.0,59.0
3.237757,-9.162776,0.016010541,5.0,60.0
2.9696548,-8.408887,0.022592077,4.0,61.0
2.0945625,-5.946085,0.01007101,5.0,62.0
1.5037423,-4.2840233,0.013074166,5.0,63.0
30.52043,-69.479805,0.44411463,2.0,33.0
24.747074,-62.410587,0.37488994,1.0,34.0
20.538446,-57.854385,0.2908332,1.0,35.0
17.472345,-55.545536,0.16197722,3.0,36.0
13.932449,-50.666737,0.14921372,2.0,37.0
10.618228,-44.96647,0.1963536,1.0,38.0
18.405537,-41.915142,0.25612786,3.0,39.0
15.320358,-38.655815,0.26269123,5.0,40.0
13.554061,-38.196053,0.15937722,23.0,41.0
11.493198,-36.559265,0.11611865,22.0,42.0
9.546062,-34.737823,0.09763619,11.0,43.0
7.827595,-33.164265,0.06988148,2.0,44.0
13.344919,-30.39966,0.15187904,11.0,45.0
11.484497,-28.98603,0.14906886,3.0,46.0
8.239486,-26.232645,0.1650014,1.0,48.0
7.2208147,-26.294724,0.08107522,1.0,49.0
6.0476394,-25.641909,0.04413664,1.0,50.0
10.203928,-23.254774,0.13975844,15.0,51.0
8.898901,-22.471632,0.13985458,12.0,52.0
7.898294,-22.279892,0.09576375,2.0,53.0
6.58527,-18.583832,0.064419284,5.0,54.0
5.616378,-15.85717,0.052595574,5.0,55.0
